Station Name,Month,Period,No. of Years,Mean Temperature in degree C - Maximum,Mean Temperature  in degree C - Minimum,Mean Rainfall in mm
Nagpur (Sonegaon),April,1901-2000,100,40.1,24,14.3
Nagpur (Sonegaon),May,1901-2000,100,42.5,28,19.2
Nagpur (Sonegaon),June,1901-2000,100,37.7,26.4,190.1
Nagpur (Sonegaon),July,1901-2000,100,31.2,24,341.7
Nagpur (Sonegaon),August,1901-2000,100,30.5,23.6,280.5
Nagpur (Sonegaon),September,1901-2000,100,31.7,23.1,183.1
Nagpur (Sonegaon),October,1901-2000,100,32.6,20,56.8
Nagpur (Sonegaon),November,1901-2000,100,30.2,15.3,16.6
Nagpur (Sonegaon),December,1901-2000,100,28.1,12.1,13.2
Nainital,January,1953-1979,27,10.7,1.7,80.3
Nainital,February,1953-1979,27,12.3,3.5,60.4
Nainital,March,1953-1979,27,16.3,7.5,55.7
Nainital,April,1953-1979,27,20.8,11.9,33.7
Nainital,May,1953-1979,27,23.5,14.6,73.8
Nainital,June,1953-1979,27,23.5,16.4,327.5
Nainital,July,1953-1979,27,21.6,16.5,725
Nainital,August,1953-1979,27,21,16,553.4
Nainital,September,1953-1979,27,20.7,14.1,385
Nainital,October,1953-1979,27,18.7,9.7,135.4
Nainital,November,1953-1979,27,15.4,5.7,7.9
Nainital,December,1953-1979,27,12.9,3.1,27.6
Nasik,January,1949-1990,36,29.9,10.8,1.3
Nasik,February,1949-1990,36,31.8,12,0.6
Nasik,March,1949-1990,36,35.2,15.1,5.1
Nasik,April,1949-1990,36,37.2,19.4,8
Nasik,May,1949-1990,36,37.2,21.4,18.5
Nasik,June,1949-1990,36,32.5,22.4,100.8
Nasik,July,1949-1990,36,28,22.2,201.7
Nasik,August,1949-1990,36,27.3,21.3,136.7
Nasik,September,1949-1990,36,28.8,20.9,145
Nasik,October,1949-1990,36,31.7,18.5,56.9
Nasik,November,1949-1990,36,31,13.6,24.1
Nasik,December,1949-1990,36,30.1,11.6,6.6
New Delhi (Palam),January,1956-2000,45,20.8,6.7,18.9
New Delhi (Palam),February,1956-2000,45,23.9,9.1,16.6
New Delhi (Palam),March,1956-2000,45,30,14.1,10.8
New Delhi (Palam),April,1956-2000,45,36.9,20.5,30.4
New Delhi (Palam),May,1956-2000,45,40.5,25.1,29
New Delhi (Palam),June,1956-2000,45,40.3,27.6,54.3
New Delhi (Palam),July,1956-2000,45,35.4,26.4,216.8
New Delhi (Palam),August,1956-2000,45,33.7,25.6,247.6
New Delhi (Palam),September,1956-2000,45,34.2,23.8,133.8
New Delhi (Palam),October,1956-2000,45,33.3,18.8,15.4
New Delhi (Palam),November,1956-2000,45,28.3,12.7,6.6
New Delhi (Palam),December,1956-2000,45,22.7,7.8,15.2
New Delhi (SFD),January,1901-2000,100,20.8,7.8,20.9
New Delhi (SFD),February,1901-2000,100,23.7,10.3,21
New Delhi (SFD),March,1901-2000,100,29.6,15.4,14.5
New Delhi (SFD),April,1901-2000,100,36,21.5,10.7
New Delhi (SFD),May,1901-2000,100,39.8,26.2,14.1
New Delhi (SFD),June,1901-2000,100,39.4,28.3,66.3
New Delhi (SFD),July,1901-2000,100,35.2,27,198.4
New Delhi (SFD),August,1901-2000,100,33.6,26.2,206.5
New Delhi (SFD),September,1901-2000,100,34,24.7,130.3
New Delhi (SFD),October,1901-2000,100,32.9,19.4,20.8
New Delhi (SFD),November,1901-2000,100,28,12.8,3.9
New Delhi (SFD),December,1901-2000,100,22.7,8.4,8.8
Palakkad (Palghat),January,1943-2000,58,33,21.8,3.5
Palakkad (Palghat),February,1943-2000,58,35.4,22.6,6.7
Palakkad (Palghat),March,1943-2000,58,37.3,24.2,20.4
Palakkad (Palghat),April,1943-2000,58,36.5,25.1,72.9
Palakkad (Palghat),May,1943-2000,58,34,24.8,151.7
Palakkad (Palghat),June,1943-2000,58,29.7,23.2,408.2
Palakkad (Palghat),July,1943-2000,58,28.3,22.5,522.6
Palakkad (Palghat),August,1943-2000,58,28.8,22.9,317.6
Palakkad (Palghat),September,1943-2000,58,30.3,23,253.9
Palakkad (Palghat),October,1943-2000,58,31.2,23.2,215.2
Palakkad (Palghat),November,1943-2000,58,31.8,22.9,111.1
Palakkad (Palghat),December,1943-2000,58,31.9,22.2,27.6
Panjim,January,1901-2000,50,31.1,20.2,0.9
Panjim,February,1901-2000,50,31,20.8,0.1
Panjim,March,1901-2000,50,31.4,23.3,0.4
Panjim,April,1901-2000,50,32.3,25.5,10.2
Panjim,May,1901-2000,50,32.7,26.6,66.7
Panjim,June,1901-2000,50,30.1,25,874
Panjim,July,1901-2000,50,28.6,24.3,949.5
Panjim,August,1901-2000,50,28.6,24.2,515.9
Panjim,September,1901-2000,50,29.3,24.1,231
Panjim,October,1901-2000,50,31.1,24.1,102.6
Panjim,November,1901-2000,50,32.2,22.6,30.2
Panjim,December,1901-2000,50,31.8,21,8.8
Parbhani,January,1944-2000,57,30,14,6.1
Parbhani,February,1944-2000,57,33.1,16.2,4.2
Parbhani,March,1944-2000,57,37.1,20.3,11.2
Parbhani,April,1944-2000,57,40.2,24,7.9
Parbhani,May,1944-2000,57,41.7,26.4,19.1
Parbhani,June,1944-2000,57,36.6,24.6,148.4
Parbhani,July,1944-2000,57,31.8,23,237.6
Parbhani,August,1944-2000,57,30.7,22.5,214.7
Parbhani,September,1944-2000,57,31.5,22.2,183.2
Parbhani,October,1944-2000,57,32.4,20,72.2
Parbhani,November,1944-2000,57,30.5,15.9,20.5
Parbhani,December,1944-2000,57,29.1,13.4,8.6
Pasighat,January,1957-1992,35,22.8,12.3,50.9
Pasighat,February,1957-1992,35,23,13.9,99
Pasighat,March,1957-1992,35,26,16.7,131.2
Pasighat,April,1957-1992,35,27.8,18.9,258.9
Pasighat,May,1957-1992,35,29.3,21.2,385.4
Pasighat,June,1957-1992,35,30.7,23.2,804.5
Pasighat,July,1957-1992,35,30.4,23.5,1053.9
Pasighat,August,1957-1992,35,31.5,23.8,755
Pasighat,September,1957-1992,35,30.5,23,587.1
Pasighat,October,1957-1992,35,29.4,20.6,244.2
Pasighat,November,1957-1992,35,27.2,16.6,33.2
Pasighat,December,1957-1992,35,24.1,13.3,28
Patna (A),January,1951-2000,50,23,9.3,20.4
Patna (A),February,1951-2000,50,26.1,11.6,11.1
Patna (A),March,1951-2000,50,32.4,16.4,11.4
Patna (A),April,1951-2000,50,37.4,22.1,9
Patna (A),May,1951-2000,50,38.4,25.1,35.6
Patna (A),June,1951-2000,50,36.7,26.7,141
Patna (A),July,1951-2000,50,32.9,26.1,319.2
Patna (A),August,1951-2000,50,32.5,26.1,279.3
Patna (A),September,1951-2000,50,32.2,25.3,212.6
Patna (A),October,1951-2000,50,31.7,21.6,72.3
Patna (A),November,1951-2000,50,28.9,14.8,8.2
Patna (A),December,1951-2000,50,24.6,10.1,7.4
Pondicherry (A),January,1996-2000,5,29.6,20.3,14.8
Pondicherry (A),February,1996-2000,5,30.7,21.5,47.7
Pondicherry (A),March,1996-2000,5,32.2,23,0
Pondicherry (A),April,1996-2000,5,34,25.8,37.3
Pondicherry (A),May,1996-2000,5,36.8,26.9,29.7
Pondicherry (A),June,1996-2000,5,36.6,26.4,79.6
Pondicherry (A),July,1996-2000,5,35.6,26,61
Pondicherry (A),August,1996-2000,5,34.5,25.1,148.2
Pondicherry (A),September,1996-2000,5,34,24.8,149.6
Pondicherry (A),October,1996-2000,5,32,24,278.3
Pondicherry (A),November,1996-2000,5,30.4,22.9,379.5
Pondicherry (A),December,1996-2000,5,29.1,21.4,502.3
Port Blair,January,1901-2000,97,29.4,23.1,46.4
Port Blair,February,1901-2000,97,30.2,22.5,26.5
Port Blair,March,1901-2000,97,31.5,23.2,29.3
Port Blair,April,1901-2000,97,32.5,24.7,69
Port Blair,May,1901-2000,97,31.1,24.7,360.4
Port Blair,June,1901-2000,97,29.6,24.4,501.1
Port Blair,July,1901-2000,97,29.2,24.3,423.7
Port Blair,August,1901-2000,97,29.1,24.2,425.1
Port Blair,September,1901-2000,97,29.1,23.7,463
Port Blair,October,1901-2000,97,29.6,23.7,300.7
Port Blair,November,1901-2000,97,29.7,23.9,235
Port Blair,December,1901-2000,97,29.4,23.6,154.6
Pune,January,1901-2000,100,30.2,11.6,1.6
Pune,February,1901-2000,100,32.3,12.7,1.1
Pune,March,1901-2000,100,35.8,16.3,2.7
Pune,April,1901-2000,100,37.9,20.1,13.6
Pune,May,1901-2000,100,37.2,22.3,33.3
Pune,June,1901-2000,100,32,22.8,120.4
Pune,July,1901-2000,100,28.1,22,179
Pune,August,1901-2000,100,27.6,21.3,106.4
Pune,September,1901-2000,100,29.2,20.6,129.1
Pune,October,1901-2000,100,31.7,18.9,78.8
Pune,November,1901-2000,100,30.5,14.8,28.6
Pune,December,1901-2000,100,29.3,11.8,5.3
Raipur,January,1901-1998,97,27.6,13.3,11.7
Raipur,February,1901-1998,97,30.3,15.9,21
Raipur,March,1901-1998,97,35.1,20.2,19.6
Raipur,April,1901-1998,97,39.4,24.8,15.5
Raipur,May,1901-1998,97,41.9,28,22.9
Raipur,June,1901-1998,97,37.2,26.4,209.4
Raipur,July,1901-1998,97,30.6,23.9,369.1
Raipur,August,1901-1998,97,30.1,23.8,365.4
Raipur,September,1901-1998,97,31.3,23.8,216.6
Raipur,October,1901-1998,97,31.6,21.2,52.1
Raipur,November,1901-1998,97,29.3,16.1,11.4
Raipur,December,1901-1998,97,27.1,12.7,4.2
Rajkot (A),January,1905-2000,49,28.2,11.8,1
Rajkot (A),February,1905-2000,49,30.8,13.8,1
Rajkot (A),March,1905-2000,49,35.2,18,1
Rajkot (A),April,1905-2000,49,38.6,21.7,1.6
Rajkot (A),May,1905-2000,49,40.3,24.8,3.9
Rajkot (A),June,1905-2000,49,37.6,26.1,98.9
Rajkot (A),July,1905-2000,49,32.9,25.1,242.5
Rajkot (A),August,1905-2000,49,31.5,24.1,174.3
Rajkot (A),September,1905-2000,49,33.2,23.1,101
Rajkot (A),October,1905-2000,49,35.5,21.5,53.2
Rajkot (A),November,1905-2000,49,32.9,17.6,10
Rajkot (A),December,1905-2000,49,29.6,13.6,0.8
Ranchi (A),January,1951-2000,40,23,10,20.5
Ranchi (A),February,1951-2000,40,25.8,12.6,25.7
Ranchi (A),March,1951-2000,40,31.2,17,18.9
Ranchi (A),April,1951-2000,40,35.5,21.4,41.2
Ranchi (A),May,1951-2000,40,37.2,23.6,58.5
Ranchi (A),June,1951-2000,40,33.5,23.7,216.3
Ranchi (A),July,1951-2000,40,29.3,22.7,337.9
Ranchi (A),August,1951-2000,40,28.8,22.5,326.8
Ranchi (A),September,1951-2000,40,29.1,21.8,273.2
Ranchi (A),October,1951-2000,40,28.5,19,99.7
Ranchi (A),November,1951-2000,40,25.9,14,16
Ranchi (A),December,1951-2000,40,23.2,10.2,6.1
Sambalpur,January,1901-2000,95,27.6,12.6,14.2
Sambalpur,February,1901-2000,95,30.1,15.1,28
Sambalpur,March,1901-2000,95,35,19,20.9
Sambalpur,April,1901-2000,95,39.3,23.5,14.2
Sambalpur,May,1901-2000,95,41.4,27,22.7
Sambalpur,June,1901-2000,95,36.9,26.7,218.9
Sambalpur,July,1901-2000,95,31.1,24.9,459
Sambalpur,August,1901-2000,95,30.7,24.8,487.5
Sambalpur,September,1901-2000,95,31.7,24.6,243.5
Sambalpur,October,1901-2000,95,31.7,21.8,56.6
Sambalpur,November,1901-2000,95,29.4,16.2,17.6
Sambalpur,December,1901-2000,95,27.2,12.1,4.8
Shillong,January,1902-2000,99,15.3,4.4,13.7
Shillong,February,1902-2000,99,17,6.4,22.7
Shillong,March,1902-2000,99,21.3,10.6,53.7
Shillong,April,1902-2000,99,23.4,13.8,130.1
Shillong,May,1902-2000,99,23.5,15.3,273.7
Shillong,June,1902-2000,99,23.7,17.3,468.8
Shillong,July,1902-2000,99,24,18,394.5
Shillong,August,1902-2000,99,24,17.7,317.5
Shillong,September,1902-2000,99,23.4,16.5,293.8
Shillong,October,1902-2000,99,21.7,13.2,192.4
Shillong,November,1902-2000,99,19,8.7,37.3
Shillong,December,1902-2000,99,16.3,5.3,9.3
Shimla,January,1901-1992,90,8.6,1.9,57.9
Shimla,February,1901-1992,90,9.7,2.7,64.2
Shimla,March,1901-1992,90,13.9,6.5,62.1
Shimla,April,1901-1992,90,18.9,10.9,46.1
Shimla,May,1901-1992,90,22.7,14.4,62.8
Shimla,June,1901-1992,90,23.7,15.8,161.1
Shimla,July,1901-1992,90,20.9,15.3,419
Shimla,August,1901-1992,90,19.8,14.9,385.9
Shimla,September,1901-1992,90,19.6,13.5,206.5
Shimla,October,1901-1992,90,17.9,10.7,38.5
Shimla,November,1901-1992,90,14.1,7,12
Shimla,December,1901-1992,90,11.1,4.1,23.2
Silchar,January,1901-2000,89,24.9,11.7,18
Silchar,February,1901-2000,89,26.7,13.5,47.6
Silchar,March,1901-2000,89,30,17.4,152.6
Silchar,April,1901-2000,89,30.8,20.7,328.8
Silchar,May,1901-2000,89,31.1,22.8,430.5
Silchar,June,1901-2000,89,31.3,24.5,588.3
Silchar,July,1901-2000,89,31.7,25,531.3
Silchar,August,1901-2000,89,31.7,24.9,480.7
Silchar,September,1901-2000,89,31.6,24.6,383.8
Silchar,October,1901-2000,89,30.9,22.5,204.4
Silchar,November,1901-2000,89,28.9,17.7,42
Silchar,December,1901-2000,89,26.1,13,10
Solapur,January,1901-2000,100,30.8,15.8,4.7
Solapur,February,1901-2000,100,33.6,17.6,4.4
Solapur,March,1901-2000,100,37.3,21.2,5
Solapur,April,1901-2000,100,39.6,24.3,12.4
Solapur,May,1901-2000,100,40.2,25.1,27.6
Solapur,June,1901-2000,100,35,23.3,116.9
Solapur,July,1901-2000,100,31.7,22.3,129.9
Solapur,August,1901-2000,100,31.3,21.8,119.8
Solapur,September,1901-2000,100,31.7,21.6,182.4
Solapur,October,1901-2000,100,32.6,20.7,85.4
Solapur,November,1901-2000,100,31,17.6,26.4
Solapur,December,1901-2000,100,29.9,15.2,7.8
Sri Niketan,January,1961-2000,39,25,11.8,11.6
Sri Niketan,February,1961-2000,39,28.3,14.5,23.5
Sri Niketan,March,1961-2000,39,33.8,19.2,28.4
Sri Niketan,April,1961-2000,39,37.4,23.4,44.9
Sri Niketan,May,1961-2000,39,37.3,25,98.4
Sri Niketan,June,1961-2000,39,35.1,26,242.8
Sri Niketan,July,1961-2000,39,32.6,25.8,317.2
Sri Niketan,August,1961-2000,39,32.2,25.8,276.5
Sri Niketan,September,1961-2000,39,32.2,25.3,253.3
Sri Niketan,October,1961-2000,39,31.5,22.6,97.2
Sri Niketan,November,1961-2000,39,29.3,17.2,17.2
Sri Niketan,December,1961-2000,39,26,12.6,8.6
Srinagar,January,1901-2000,98,5,-2.3,62.2
Srinagar,February,1901-2000,98,7.6,-0.8,71.4
Srinagar,March,1901-2000,98,13.5,3.4,101.1
Srinagar,April,1901-2000,98,19.3,7.4,90.7
Srinagar,May,1901-2000,98,24.2,10.9,68.2
Srinagar,June,1901-2000,98,28.9,14.5,36.3
Srinagar,July,1901-2000,98,30.3,18.2,54.3
Srinagar,August,1901-2000,98,29.7,17.7,64.6
Srinagar,September,1901-2000,98,27.6,12.5,35.4
Srinagar,October,1901-2000,98,22.1,5.6,30.9
Srinagar,November,1901-2000,98,15.4,0.3,19.7
Srinagar,December,1901-2000,98,8.5,-2,41.4
Surat,January,1901-2000,99,30.9,14.7,2.1
Surat,February,1901-2000,99,32.4,16.2,1
Surat,March,1901-2000,99,35.8,20.1,0.8
Surat,April,1901-2000,99,37.2,23.6,2.2
Surat,May,1901-2000,99,36.2,26.3,6.4
Surat,June,1901-2000,99,33.8,26.7,212.8
Surat,July,1901-2000,99,30.8,25.5,440.8
Surat,August,1901-2000,99,30.4,25.1,233.4
Surat,September,1901-2000,99,31.8,24.6,169.7
Surat,October,1901-2000,99,35.3,23,33.5
Surat,November,1901-2000,99,34.3,19.2,12.4
Surat,December,1901-2000,99,32,15.9,2.1
Thiruvananthapuram,January,1901-2000,100,30.7,22.4,22.9
Thiruvananthapuram,February,1901-2000,100,31.2,23,21.9
Thiruvananthapuram,March,1901-2000,100,32.1,24.4,36.4
Thiruvananthapuram,April,1901-2000,100,32.1,25.3,110.5
Thiruvananthapuram,May,1901-2000,100,31.3,25.2,210
Thiruvananthapuram,June,1901-2000,100,29.3,23.9,343.5
Thiruvananthapuram,July,1901-2000,100,28.8,23.4,218.6
Thiruvananthapuram,August,1901-2000,100,29,23.5,143.2
Thiruvananthapuram,September,1901-2000,100,29.6,23.6,152.5
Thiruvananthapuram,October,1901-2000,100,29.5,23.6,267.9
Thiruvananthapuram,November,1901-2000,100,29.6,23.3,199
Thiruvananthapuram,December,1901-2000,100,30.3,22.8,70.2
Tirupathy,January,1981-2000,20,29.9,18.7,22
Tirupathy,February,1981-2000,20,32.8,20.1,19.7
Tirupathy,March,1981-2000,20,36.7,22.6,2.9
Tirupathy,April,1981-2000,20,39.3,26.2,13.9
Tirupathy,May,1981-2000,20,40.3,27.9,45.7
Tirupathy,June,1981-2000,20,37.8,27.2,69.7
Tirupathy,July,1981-2000,20,35.7,25.9,113
Tirupathy,August,1981-2000,20,34.8,25.5,118.6
Tirupathy,September,1981-2000,20,34.8,25.1,119.1
Tirupathy,October,1981-2000,20,32.7,23.5,157.5
Tirupathy,November,1981-2000,20,30.1,21.7,218.7
Tirupathy,December,1981-2000,20,28.9,19.9,130.5
Tura,January,1950-1985,35,23,11.5,8.7
Tura,February,1950-1985,35,25.2,13.4,11
Tura,March,1950-1985,35,29.3,17.4,53.4
Tura,April,1950-1985,35,31.2,20.4,147.8
Tura,May,1950-1985,35,30.1,20.7,402.8
Tura,June,1950-1985,35,29.1,21.3,611.5
Tura,July,1950-1985,35,28.8,22.2,628.3
Tura,August,1950-1985,35,28.8,22.1,458.8
Tura,September,1950-1985,35,29.1,21.6,377.4
Tura,October,1950-1985,35,28.8,19.6,210.7
Tura,November,1950-1985,35,26.6,15.9,28.5
Tura,December,1950-1985,35,23.8,12.9,2.4
Udaipur (Dabok),January,1965-2000,36,24.3,7,2.4
Udaipur (Dabok),February,1965-2000,36,27,9.3,13.8
Udaipur (Dabok),March,1965-2000,36,32.6,14.6,6.2
Udaipur (Dabok),April,1965-2000,36,37.3,20.2,5.2
Udaipur (Dabok),May,1965-2000,36,39.7,25,16.9
Udaipur (Dabok),June,1965-2000,36,37.3,26.1,75.2
Udaipur (Dabok),July,1965-2000,36,32,24.5,175.1
Udaipur (Dabok),August,1965-2000,36,30.2,23.2,195.3
Udaipur (Dabok),September,1965-2000,36,32.3,21.4,89.4
Udaipur (Dabok),October,1965-2000,36,33.4,16.9,16.3
Udaipur (Dabok),November,1965-2000,36,29.4,11.8,12.8
Udaipur (Dabok),December,1965-2000,36,25.5,7.8,2.9
Uthagamandalam,January,1901-2000,87,20.3,5.6,20.5
Uthagamandalam,February,1901-2000,87,20.9,6.5,10.2
Uthagamandalam,March,1901-2000,87,22.2,8.8,25.8
Uthagamandalam,April,1901-2000,87,22.6,10.7,75.4
Uthagamandalam,May,1901-2000,87,22,11.4,147.5
Uthagamandalam,June,1901-2000,87,18.3,11.2,136.7
Uthagamandalam,July,1901-2000,87,16.9,11,181.1
Uthagamandalam,August,1901-2000,87,17.4,10.9,123.7
Uthagamandalam,September,1901-2000,87,18.5,10.4,134.9
Uthagamandalam,October,1901-2000,87,18.8,10.1,189.2
Uthagamandalam,November,1901-2000,87,18.7,8.6,139.9
Uthagamandalam,December,1901-2000,87,19.7,6.7,52.8
Varanasi (Babatpur),January,1952-2000,48,23.2,8.8,17.6
Varanasi (Babatpur),February,1952-2000,48,26.7,11.3,15
Varanasi (Babatpur),March,1952-2000,48,33,16.3,7.9
Varanasi (Babatpur),April,1952-2000,48,38.8,22,4.4
Varanasi (Babatpur),May,1952-2000,48,40.9,26.2,10.5
Varanasi (Babatpur),June,1952-2000,48,38.8,27.9,96.6
Varanasi (Babatpur),July,1952-2000,48,33.8,26.4,309.9
Varanasi (Babatpur),August,1952-2000,48,32.8,26,273.2
Varanasi (Babatpur),September,1952-2000,48,32.7,25,246.4
Varanasi (Babatpur),October,1952-2000,48,32.7,20.7,35.1
Varanasi (Babatpur),November,1952-2000,48,29.3,14.1,10.7
Varanasi (Babatpur),December,1952-2000,48,24.6,9.6,6.5
Vijayawada,January,1978-1993,14,30.2,18.6,6.2
Vijayawada,February,1978-1993,14,32.7,20.6,4.6
Vijayawada,March,1978-1993,14,35.6,23.3,4.6
Vijayawada,April,1978-1993,14,38.2,26.2,4.8
Vijayawada,May,1978-1993,14,39.9,27.8,20.8
Vijayawada,June,1978-1993,14,37.2,26.9,80.8
Vijayawada,July,1978-1993,14,33.7,25,173
Vijayawada,August,1978-1993,14,33.1,25,146.2
Vijayawada,September,1978-1993,14,32.4,24.5,179.9
Vijayawada,October,1978-1993,14,32.4,23.2,57.2
Vijayawada,November,1978-1993,14,31,20.9,52.3
Vijayawada,December,1978-1993,14,30.3,19.7,5.8
Vishakhapatnam,January,1968-2000,29,27.7,20.6,14.2
Vishakhapatnam,February,1968-2000,29,29.2,22.2,21.1
Vishakhapatnam,March,1968-2000,29,30.8,24.4,8.3
Vishakhapatnam,April,1968-2000,29,31.8,26.3,25.6
Vishakhapatnam,May,1968-2000,29,33.1,27.5,68.7
Vishakhapatnam,June,1968-2000,29,32.8,27.4,124.6
Vishakhapatnam,July,1968-2000,29,31.2,26.2,142.1
Vishakhapatnam,August,1968-2000,29,31.3,26,165.2
Vishakhapatnam,September,1968-2000,29,31.3,25.8,164
Vishakhapatnam,October,1968-2000,29,31.1,24.9,238.2
Vishakhapatnam,November,1968-2000,29,29.6,23.1,124
Vishakhapatnam,December,1968-2000,29,27.9,20.9,6.7
